topic,link,type,skill name,specific link,description,course appears if,course appears if (numerical)
AI,https://www.ibm.com/academic/topic/artificial-intelligence,software,IBM Maximo Visual Inspection,https://www.ibm.com/academic/topic/artificial-intelligence?ach_id=f9a6c133-fc0c-44ea-967d-626c38efd36a,"IBM Maximo Visual Inspection empowers SMEs to label, train and deploy deep learning vision models, without coding or deep learning expertise. It includes the most popular deep learning frameworks and their dependencies, and it is built for easy and rapid deployment and increased team productivity",both,2
AI,https://www.ibm.com/academic/topic/artificial-intelligence,software,Project CodeNet,https://www.ibm.com/academic/topic/artificial-intelligence?ach_id=c8e5aa3a-f0b4-4a20-b469-e3f807f8a849,"The goal of Project CodeNet is to provide the AI-for-Code research community with a large scale, diverse, and high quality curated dataset to drive innovation in AI techniques.",both,2
AI,https://www.ibm.com/academic/topic/artificial-intelligence,software,SimulAI,https://www.ibm.com/academic/topic/artificial-intelligence?ach_id=45f7accb-5834-4f8e-9822-b5d8266a7f4b,The SimulAI toolkit provides easy access to state-of-the-art models and algorithms for physics-informed machine learning.,both,2
AI,https://www.ibm.com/academic/topic/artificial-intelligence,software,IBM Digital App Builder,https://www.ibm.com/academic/topic/artificial-intelligence?ach_id=c4fec5bb-1b96-4054-8b2b-c0cf8ac6045c,"IBM Digital App Builder is a low-code tool, which helps to quickly create mobile, web and PWA multi-channel applications with AI capabilities powered by Watson services.",both,2
AI,https://www.ibm.com/academic/topic/artificial-intelligence,software,AI Explainability 360,https://www.ibm.com/academic/topic/artificial-intelligence?ach_id=6b6bffd4-914e-4a82-8461-f7e6e1f73bb2,An open source software toolkit featuring ten explainability methods and two evaluation metrics along with a taxonomy that can help identify gaps where more explainability methods are needed and provide a common platform for their integration.,both,2
AI,https://www.ibm.com/academic/topic/artificial-intelligence,software,AI FactSheets 360,https://www.ibm.com/academic/topic/artificial-intelligence?ach_id=4374a44e-6017-4d13-9d9c-c5ab9e2226e6,The goal of the FactSheet project is to foster trust in AI by increasing transparency and enabling governance to allow AI consumers to understand if an AI model is appropriate for their situation. It enables the specification and enforcement of policies regarding AI model construction.,both,2
AI,https://www.ibm.com/academic/topic/artificial-intelligence,software,Adversarial Robustness Toolbox,https://www.ibm.com/academic/topic/artificial-intelligence?ach_id=de4c4850-f710-4743-a3cb-9bc4651d6030,"Adversarial Robustness Toolbox (ART) is a Python library for Machine Learning Security. ART provides tools that enable developers and researchers to defend and evaluate Machine Learning models and applications against the adversarial threats of Evasion, Poisoning, Extraction, and Inference.",both,2
AI,https://www.ibm.com/academic/topic/artificial-intelligence,software,Causal Inference 360,https://www.ibm.com/academic/topic/artificial-intelligence?ach_id=101e94db-f180-49b1-a98b-90bd15245042,"Go beyond just prediction: By applying Causal Inference 360 to a dataset, you can estimate what may happen to one variable (an ""outcome"") if another variable (an ""intervention"" or ""treatment"") is actively changed, without having to perform a randomized trial.",both,2
AI,https://www.ibm.com/academic/topic/artificial-intelligence,software,Trustworthy Generation 360,https://www.ibm.com/academic/topic/artificial-intelligence?ach_id=06b28621-e099-443b-9c82-90632cf74054,"A collection of platforms and tools that can help you to synthesize novel and useful data for different modalities and applications, and evaluation thereof, using generative machine learning models throughout the AI application lifecycle. We invite you to use and improve them.",both,2
AI,https://www.ibm.com/academic/topic/artificial-intelligence,software,IBM Analog Hardware Acceleration Kit,https://www.ibm.com/academic/topic/artificial-intelligence?ach_id=7bde7ace-f7eb-4aba-9b38-b3ee01568784,IBM Analog Hardware Acceleration Kit is an open source Python toolkit for exploring and using the capabilities of in-memory computing devices in the context of artificial intelligence.,both,2
AI,https://www.ibm.com/academic/topic/artificial-intelligence,software,Uncertainty Quantification 360,https://www.ibm.com/academic/topic/artificial-intelligence?ach_id=5fb682be-883a-499b-bd8e-d261210e4ae2,"Uncertainty quantification gives AI the ability to express that it is unsure, adding critical transparency for the safe deployment and use of AI. This open source toolkit can help you estimate, communicate and use uncertainty in machine learning model predictions through an AI application lifecycle.",both,2
DATA SCIENCE,https://www.ibm.com/academic/topic/data-science,software,Planning Analytics,https://www.ibm.com/academic/topic/data-science?ach_id=116fcd58-da74-46f1-8bb9-503033d443a6,"IBM Planning Analytics is an integrated planning solution that allows you to blend your financial and technical skills to create future budgets/plans & forecasts for all size businesses. Build financial plans that integrate all areas of the business: sales, operations, supply chain management etc.",both,2
DATA SCIENCE,https://www.ibm.com/academic/topic/data-science,software,ILOG CPLEX Optimization Studio,https://www.ibm.com/academic/topic/data-science?ach_id=6fe17098-43df-4a9d-8412-3377286841a3,Analytical decision support toolkit for rapid development and deployment of optimization models using mathematical and constraint programming. It combines an integrated development environment with the powerful Optimization Programming Language and high-performance CPLEX and CP Optimizer solvers.,both,2
DATA SCIENCE,https://www.ibm.com/academic/topic/data-science,software,SPSS Modeler Premium,https://www.ibm.com/academic/topic/data-science?ach_id=a188a713-cd60-4241-a7ca-3fdceadac5b7,SPSS Modeler provides an intuitive graphical interface to help visualize each step in the data mining process. Automatically transforms data into the best format for the most accurate predictive modeling.,both,2
DATA SCIENCE,https://www.ibm.com/academic/topic/data-science,software,SPSS Modeler Premium Concurrent License Request (MAP),https://www.ibm.com/academic/topic/data-science?ach_id=129b53f5-e91e-4930-a2f4-3c1caa730ead,"Need to running SPSS Modeler Premium on multiple machines in a computer classroom or lab? SPSS Modeler provides an intuitive graphical interface to help visualize each step in the data mining process. Automatically transforms data into the best format for the most accurate predictive modeling. Explore geographic data such as latitude and longitude, postal codes and addresses using SPSS.",both,2
DATA SCIENCE,https://www.ibm.com/academic/topic/data-science,software,Cognos Analytics on Cloud,https://www.ibm.com/academic/topic/data-science?ach_id=fa05f75e-b641-4829-8eb9-2202a774909f,"Cognos Analytics, helps enable you to: 1) Find answers, using AI and machine learning; 2) Unearth information that may not be obvious, using pattern detection; 3) Pose questions about your data and receive intelligent responses; 4) Reduce the time needed for data preparation.",both,2
DATA SCIENCE,https://www.ibm.com/academic/topic/data-science,software,Cognos Analytics,https://www.ibm.com/academic/topic/data-science?ach_id=87b72350-2f28-402c-846a-064704a54427,"Cognos Analytics on premise, helps enable you to: 1) Find answers, using AI and machine learning; 2) Unearth information that may not be obvious, using pattern detection; 3) Pose questions about your data and receive intelligent responses; 4) Reduce the time needed for data preparation.",both,2
DATA SCIENCE,https://www.ibm.com/academic/topic/data-science,software,IBM DB2 Standard,https://www.ibm.com/academic/topic/data-science?ach_id=98eae490-30d5-4d6d-bbea-b26fddbf7790,IBM Db2 is a family of hybrid data management products offering a complete suite of AI-empowered capabilities designed to help you manage both structured and unstructured data on premises as well as in private and public cloud environments.,both,2
DATA SCIENCE,https://www.ibm.com/academic/topic/data-science,software,Spectum Scale Developer Edition,https://www.ibm.com/academic/topic/data-science?ach_id=b0688a64-8892-4686-8080-ed2aff1e443a,"Organizations are creating and analyzing more data than ever, and their data storage must support big data and artificial intelligence workloads along with traditional applications while ensuring security, reliability and high performance. IBM Spectrum Scale™ is the solution to these needs.",both,2
DATA SCIENCE,https://www.ibm.com/academic/topic/data-science,software,Elyra,https://www.ibm.com/academic/topic/data-science?ach_id=cccf6298-e7fd-4fd5-acf4-db1f08d2d50c,"Elyra is a set of open source AI-centric extensions to Jupyter Notebooks, and, more specifically, the JupyterLab user interface.",both,2
DATA SCIENCE,https://www.ibm.com/academic/topic/data-science,software,Explore the IBM Software Catalog,https://www.ibm.com/academic/topic/data-science?ach_id=55fa346e-4d60-417d-ba95-dd210700e34b,Access a comprehensive library of professional software resources for use in the classroom or non-commercial research projects.,both,2
IBM AUTOMATION,https://www.ibm.com/academic/topic/ibm-automation,software,Blueworks Live,https://www.ibm.com/academic/topic/ibm-automation?ach_id=09d50e66-3672-4480-9ab1-efa97e1f49be,"IBM Blueworks Live is a cloud-based software that provides a dedicated, collaborative anywhere environment to build and improve business processes through process mapping.
 
Teams can work together through an intuitive and easily accessible web interface to document and analyze processes to help make them more efficient. No download required.",not signed in,0
IBM AUTOMATION,https://www.ibm.com/academic/topic/ibm-automation,software,IBM Process Mining,https://www.ibm.com/academic/topic/ibm-automation?ach_id=56acff55-2f76-488e-9521-03948db028c3,"Today, business processes are performing faster and producing more data than ever before. Companies struggle to keep up with the speed of change and high volumes of data to adopt optimization strategies. 
 
IBM Process Mining lets you instantly visualize complete processes to find and fix inefficiencies that contribute to wasted time and resources. Leverage AI-driven process simulation to confidently improve processes and understand their impact.",not signed in,0
IBM AUTOMATION,https://www.ibm.com/academic/topic/ibm-automation,software,IBM Robotic Process Automation,https://www.ibm.com/academic/topic/ibm-automation?ach_id=6ca239b8-0dab-4040-bce6-f453c4abca3a,"Going from simple, back-office task automation to scaled automation to handle time-consuming business processes can be a challenge. The IBM Robotic Process Automation offering helps you automate more business and IT processes at scale with the ease and speed of traditional RPA. Software robots, or bots, can act on AI insights to complete tasks with no lag time and enable you to achieve digital transformation.",not signed in,0
IBM CLOUD,https://www.ibm.com/academic/topic/cloud,software,IBM Cloud Feature Code,https://www.ibm.com/academic/topic/cloud?ach_id=4829f3aa-5768-44d5-bc36-0d893a485c45,"Get enhanced access to the IBM Cloud the cloud platform that offers a choice of scalable and flexible resources in one consistent experience. Bringing together APIs and services, IBM Cloud offers a rich and continuously expanding ecosystem of services to accelerate the pace of innovation.",both,2
IBM CLOUD,https://www.ibm.com/academic/topic/cloud,software,OpenLiberty,https://www.ibm.com/academic/topic/cloud?ach_id=5e4c7588-5561-4831-8871-ba8f4ca9b486,A lightweight open framework for building fast and efficient cloud-native Java microservices. Build cloud-native apps and microservices while running only what you need. Open Liberty is the most flexible server runtime available to JavaTM developers in this solar system.,both,2
IBM ENGINEERING,https://www.ibm.com/academic/topic/engineering,software,Explore the IBM Software Catalog,https://www.ibm.com/academic/topic/engineering?ach_id=55fa346e-4d60-417d-ba95-dd210700e34b,Access a comprehensive library of professional software resources for use in the classroom or non-commercial research projects.,am signed in,1
IBM ENGINEERING,https://www.ibm.com/academic/topic/engineering,software,IBM Engineering Requirements Management DOORS Next,https://www.ibm.com/academic/topic/engineering?ach_id=1d059eb9-31f1-470a-a1af-703c8bf1cd20,"DOORS Next is a scalable solution to optimize communication, collaboration, and verification of requirements. It enables teams to capture, trace, analyze and manage changes to requirements while maintaining compliance to regulations and standards.",both,2
IBM ENGINEERING,https://www.ibm.com/academic/topic/engineering,software,IBM Engineering Requirements Quality Assistant,https://www.ibm.com/academic/topic/engineering?ach_id=74540390-7faa-4413-bebd-85669b7f16ad,"Using Watson Natural Language Service, RQA has built in quality indicators designed to be consistent with guidelines from the International Council on Systems Engineering (INCOSE) for writing complete, clear and testable requirements to accelerate the review process and increase requirement quality.",both,2
IBM ENGINEERING,https://www.ibm.com/academic/topic/engineering,software,IBM Engineering Workflow Management,https://www.ibm.com/academic/topic/engineering?ach_id=62d45978-0d4d-46fd-a4e8-cdaa1c53b3a7,"EWM automates change, manages plans, tasks, the project status and acts as the critical link between required and delivered work. It provides flexibility to adapt to any process, enabling teams to adopt faster release cycles and manage dependencies across both small and complex development projects.",both,2
IBM ENGINEERING,https://www.ibm.com/academic/topic/engineering,software,IBM Engineering Test Management,https://www.ibm.com/academic/topic/engineering?ach_id=10f2b42b-de51-481b-8fd4-2178a2f76788,A collaborative quality management solution that offers comprehensive test planning and test asset management from requirements to defects. ETM enables teams to seamlessly share information. It uses automation to speed up project schedules and report on metrics for informed release decisions.,both,2
IBM ENGINEERING,https://www.ibm.com/academic/topic/engineering,software,IBM Engineering Systems Design Rhapsody,https://www.ibm.com/academic/topic/engineering?ach_id=6cd329e6-ded8-47ec-bf37-6a1a38bd892c,"Rhapsody helps teams collaborate, share, review and manage designs and models using a central repository. It automatically creates systems specifications and helps you prototype and simulate complex systems for early requirements, architecture, and behavior validation.",both,2
IBM QUANTUM,https://www.ibm.com/academic/topic/quantum-computing,software,IBM Quantum Lab & Composer,https://www.ibm.com/academic/topic/quantum-computing?ach_id=1758070c-e7e7-4fa1-82d6-185ec31c980e,"Explore the world of quantum computing! Check out our User Guides and interactive Demos to learn more about quantum principles. Or, dive right in to create and run algorithms on real quantum computing hardware, using the Quantum Composer and QISKit software developer kit.",both,2
IBM QUANTUM,https://www.ibm.com/academic/topic/quantum-computing,software,Qiskit,https://www.ibm.com/academic/topic/quantum-computing?ach_id=04436e62-4f39-4ed7-8fff-3cd6dcfe649d,"An open-source quantum computing framework for leveraging today's quantum processors in research, education, and business",both,2
IBM SECURITY,https://www.ibm.com/academic/topic/security,software,IBM Data Risk Manager,https://www.ibm.com/academic/topic/security?ach_id=d3b8ca4f-014e-4a68-9558-f6088e40cc3b,"Identify and prevent risks to sensitive business data that may impact business processes, operations, and competitive position using IBM Data Risk Manager. Use the built-in data risk control center to uncover, analyze, and visualize data-related business risks to help executives can take action.",both,2
IBM SECURITY,https://www.ibm.com/academic/topic/security,software,IBM Security SOAR,https://www.ibm.com/academic/topic/security?ach_id=20e4da60-dcbd-432c-a02e-d05d3cee5383,"IBM Security SOAR, formerly IBM Security Resilient, introduces efficiency into the Security Operations Center (SOC). It maximizes security tools by integrating with them, guides the SOC team through the incident response process with playbooks, and leverages automation to reduce repetitive tasks.",both,2
IBM SECURITY,https://www.ibm.com/academic/topic/security,software,QRadar Community Edition,https://www.ibm.com/academic/topic/security?ach_id=fcf14667-74dd-4bb8-93c5-1e533226e731,"With all the functionality of QRadar, Community Edition is your place to start or extend your skills and passion for QRadar. We’ll guide you along the way, with a set of instructional videos to help you get started and access to IBM Learning Academy to deepen those skills.",both,2
IBM SECURITY,https://www.ibm.com/academic/topic/security,software,QRadar SIEM,https://www.ibm.com/academic/topic/security?ach_id=a99c2415-9c68-4bc2-9770-9366330dfc27,"IBM QRadar SIEM helps security teams accurately detect and prioritize threats across the enterprise, and it provides intelligent insights that enable teams to respond quickly to reduce the impact of incidents.",both,2
IBM SECURITY,https://www.ibm.com/academic/topic/security,software,Explore the IBM Software Catalog,https://www.ibm.com/academic/topic/security?ach_id=55fa346e-4d60-417d-ba95-dd210700e34b,Access a comprehensive library of professional software resources for use in the classroom or non-commercial research projects.,am signed in,1
IBM Z,https://www.ibm.com/academic/topic/ibm-z,software,IBM Personal Communications (PCOMM),https://www.ibm.com/academic/topic/ibm-z?ach_id=170748c5-8462-41f2-8594-2b7c491464b3,IBM Personal Communications is a host communication and terminal emulation package for Microsoft Windows. It features virtual terminal (VT) emulation and systems network architecture (SNA) application support and provides a platform to access data and applications on different host systems.,both,2
IBM Z,https://www.ibm.com/academic/topic/ibm-z,software,Zowe,https://www.ibm.com/academic/topic/ibm-z?ach_id=53ff2f28-4fab-4085-a02a-38350d95629c,Zowe offers modern interfaces to interact with z/OS and allows you to work with z/OS in a way that is similar to what you experience on cloud platforms today. You can use these interfaces as delivered or through plug-ins and extensions that are created by clients or third-party vendors.,both,2
IBM Z,https://www.ibm.com/academic/topic/ibm-z,software,IBM Developer for z/OS,https://www.ibm.com/academic/topic/ibm-z?ach_id=9a2141ba-6131-439c-95c4-eff44ea6735d,"IBM Developer for z/OS (IDz) is a modern, robust toolset for developing and maintaining IBM z/OS applications through the use of DevOps practices. It helps you deliver more, faster, with better quality and greater agility.",both,2
IBM Z,https://www.ibm.com/academic/topic/ibm-z,software,IBM Z Software Trials,https://www.ibm.com/academic/topic/ibm-z?ach_id=100bac75-2cfa-40c5-8c91-3b7d02a825d8,"Try the latest IBM® Z software today at no charge, and with no installation required. These no-charge trials are available within two hours for three days.",both,2
IBM Z,https://www.ibm.com/academic/topic/ibm-z,software,Explore the IBM Software Catalog,https://www.ibm.com/academic/topic/ibm-z?ach_id=55fa346e-4d60-417d-ba95-dd210700e34b,Access a comprehensive library of professional software resources for use in the classroom or non-commercial research projects.,am signed in,1
POWER SYSTEMS,https://www.ibm.com/academic/topic/power-systems,software,IBM Watson Machine Learning Accelerator,https://www.ibm.com/academic/topic/power-systems?ach_id=3978eb7d-5b38-4f08-90c8-9729c3f8458a,"Watson Machine Learning Accelerator, makes deep learning and machine learning more accessible. Combining popular open source deep learning frameworks, efficient AI development tools, and accelerated IBM Power Systems servers.",both,2
POWER SYSTEMS,https://www.ibm.com/academic/topic/power-systems,software,IBM Engineering and Scientific Subroutine Library for Linux on Power,https://www.ibm.com/academic/topic/power-systems?ach_id=a0b4e705-43fe-4f29-b512-65a93eb8037b,"IBM Engineering and Scientific Subroutine Library (ESSL) is a state-of-the-art collection of subroutines providing a wide range of mathematical functions for scientific and engineering applications. Its primary characteristics are performance, functional capability, and usability.",both,2
POWER SYSTEMS,https://www.ibm.com/academic/topic/power-systems,software,IBM Rational Developer for i RPG & COBOL Tools,https://www.ibm.com/academic/topic/power-systems?ach_id=6b534422-77d5-4683-99a4-95a63a7ba759,"IBM Rational Developer for i is an integrated development environment (IDE) built on the Eclipse platform. Designed for creating and maintaining applications on IBM i systems, it resides on the developers desktop, supporting development in both host-connected and disconnected modes.",both,2
POWER SYSTEMS,https://www.ibm.com/academic/topic/power-systems,software,IBM XL Fortran,https://www.ibm.com/academic/topic/power-systems?ach_id=8e33d4b3-09ab-4ab8-aff3-920644e27704,"IBM XL Fortran for Linux is an advanced, high-performance compiler that can be used for developing complex, computationally intensive programs, including interlanguage calls with C programs.",both,2
POWER SYSTEMS,https://www.ibm.com/academic/topic/power-systems,software,IBM XL C/C++,https://www.ibm.com/academic/topic/power-systems?ach_id=6197eb71-6ef7-43ec-9318-6df15d61f55d,"IBM XL C/C++ for AIX is an advanced, high-performance compiler that can be used for developing complex, computationally intensive programs, including interlanguage calls with C and Fortran programs.",both,2
POWER SYSTEMS,https://www.ibm.com/academic/topic/power-systems,software,Explore the IBM Software Catalog,https://www.ibm.com/academic/topic/power-systems?ach_id=55fa346e-4d60-417d-ba95-dd210700e34b,Access a comprehensive library of professional software resources for use in the classroom or non-commercial research projects.,am signed in,1
